"id","name","description","name","description","price","image"
b39e1669-6fa6-45d7-9d0b-f48c19198fff,Rice & Biryani,Rice & Biryani,Prawn Biryani,Served with raita. Sealed in handi.,15.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298742189_curry_chicken.png?alt=media&token=fda1ac43-4d8b-4c57-a4a2-70aafc69b63e
"18edd6ab-45a1-430f-af48-4c66089d79ef",Starters - Vegetarian,Vegetarian,Quinoa & Beetroot Tikki,Crispy patties served with Turmeric-Tempered Yoghurt,6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298745303_tandoori_starters.png?alt=media&token=7411cdea-9dea-4095-a4f7-233f7f46e357
f171e1bf-9289-4ecf-9044-490c05fa6b21,Alcoholic Drinks,"Cocktails, Spirits & Wines",Rampur Asava/Double Cask,(25ml / 50ml),8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298746333_cocktails.png?alt=media&token=8009a279-561c-4274-baa4-c7e38a21aea2
d68c9baa-8199-4d14-96ee-a7f4c92fcf4b,Alcoholic Drinks,"Cocktails, Spirits & Wines",Raspberry/Blueberry Mojito,Non-alcoholic with mint and lime,5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298748638_cocktails.png?alt=media&token=730c3da6-618f-4851-a9a1-60bbdfaaebef
c12ab1fe-6a03-45ef-8d8b-1cabba9791a1,Alcoholic Drinks,"Cocktails, Spirits & Wines",Red: Shiraz / Merlot,Australia / Chile (175ml / Btl),5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298750718_wines.png?alt=media&token=df4f5bba-8bcc-4863-aef6-d329521940d7
d5105f45-b1d0-4770-98c2-dc5de28874e6,Mains - Vegetarian,Mains - Vegetarian,Saag Paneer,Garlic sauteed spinach with cottage cheese,11.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298756900_veg_mains.png?alt=media&token=c5194c2d-2358-4150-8110-c31d9252ec72
de81da5f-cf1c-432a-a5cf-1f9c665fa607,Rice & Biryani,Rice & Biryani,Saffron Rice (Pilau),Infused with saffron and spices,4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298757888_biryani.png?alt=media&token=911543cf-bd2c-4fc6-a561-1f0118ef73ca
"10224a57-aefc-4be1-950b-74c98dade5b2",Starters - Non-Vegetarian,Non-Vegetarian,Salt and Pepper Squid,"Crispy batter fried squid with salt, pepper, chaat masala",9.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298760106_tandoori_starters.png?alt=media&token=8cf36578-4b13-4707-98e0-70a31cd71ab0
"5e4ec8c2-69fa-477a-9191-5fe56559f33b",Mains - Non-Vegetarian,Mains - Non-Vegetarian,Sea Bass Stir Fried Veg,"Tempered with coconut oil, mustard seeds. Served with coconut rice",16.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298762183_curry_chicken.png?alt=media&token=8783b769-312b-47c5-8b62-a78c42c7ae42
"1f202705-eda8-44a4-ba90-ee9575da53be",Rice & Biryani,Rice & Biryani,Steamed Rice,Basmati rice,3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298765213_biryani.png?alt=media&token=ff09d79e-008d-4246-baf7-d193246d72e6
e2c1affa-7a7a-4304-a1ae-2030904314b6,Roti & Naan,Roti & Naan,Tandoori Roti,Whole wheat flatbread cooked in clay oven,2.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298768320_naan_breads.png?alt=media&token=c8995cc8-ac29-4b20-bb58-fcaf907a1dca
e47e9c35-0c08-4ad6-93f6-74be4df5bd96,Alcoholic Drinks,"Cocktails, Spirits & Wines",Tequila Sunrise,"Orange juice, grenadine, non-alcoholic tequila",5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298769367_cocktails.png?alt=media&token=220f9ac5-c22d-45e1-80a1-76d5d65c5cce
"57cc98db-93d4-4804-b7f0-cfb0a035009a",Rice & Biryani,Rice & Biryani,Vegetable Biryani,Served with raita. Sealed in handi.,12.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298771376_veg_mains.png?alt=media&token=0d645a45-2b9e-455b-921d-95f21182f6bb
"461bc286-ace6-4a61-80c3-0df250b43b25",Mains - Vegetarian,Mains - Vegetarian,Vegetable Jalfrezi,"Cauliflower, carrots, beans, peas, mushroom, paneer (Vegan option available)",9.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298774433_veg_mains.png?alt=media&token=b6482525-f285-45dd-bc59-341d9ff00523
"0f25b4cf-94c1-4144-9e40-b4263e98647c",Alcoholic Drinks,"Cocktails, Spirits & Wines",White: Pinot Grigio,Italy (175ml / Btl),6.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298778572_wines.png?alt=media&token=0fb8dac5-55a7-4847-a01d-127d60ab4d73
"98d66c00-95da-4419-9808-dd796627fd6d",Alcoholic Drinks,"Cocktails, Spirits & Wines",White: Vermentino / Chard.,France / Aus (175ml / Btl),5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298780864_cocktails.png?alt=media&token=c5b1888f-68d5-4c2d-ac4f-5c30eedc98cb
